customer_id,age,gender,country,tenure_months,num_orders,avg_order_value,total_spend,days_since_last_order,num_returns,num_complaints,discount_used,newsletter_subscribed,preferred_category,payment_method,device_type,churn,return_rate,complaint_rate,spend_per_order,recency_score,predicted_churn,churn_probability,churn_risk_segment
CUST_00001,56,Male,France,51,13,85.56,1112.28,272,0,0,1,0,Fashion,SEPA,Desktop,1,0.0,0.0,79.44857142857143,0.003663003663003663,,,
CUST_00002,69,Female,Germany,37,9,37.79,340.11,157,2,3,1,1,Books,Credit Card,Desktop,0,0.2,0.07894736842105263,34.011,0.006329113924050633,,,
CUST_00003,46,Female,Switzerland,35,10,98.21,982.1,158,5,0,0,0,Sports,Credit Card,Mobile,0,0.45454545454545453,0.0,89.28181818181818,0.006289308176100629,0.0,0.1579,Low Risk
CUST_00004,32,Male,Germany,58,7,359.81,2518.67,313,1,0,0,1,Fashion,PayPal,Mobile,0,0.125,0.0,314.83375,0.0031847133757961785,,,
CUST_00005,60,Male,France,57,9,87.04,783.36,65,2,1,1,0,Beauty,SEPA,Mobile,0,0.2,0.017241379310344827,78.336,0.015151515151515152,,,
CUST_00006,25,Female,Germany,9,7,318.72,2231.04,6,1,0,1,1,Books,PayPal,Mobile,0,0.125,0.0,278.88,0.14285714285714285,0.0,0.0,Low Risk
CUST_00007,38,Female,Netherlands,6,9,436.74,3930.66,77,2,1,0,0,Sports,SEPA,Desktop,0,0.2,0.14285714285714285,393.066,0.01282051282051282,,,
CUST_00008,56,Female,Netherlands,13,10,36.62,366.2,91,1,0,0,1,Fashion,SEPA,Mobile,0,0.09090909090909091,0.0,33.29090909090909,0.010869565217391304,,,
CUST_00009,36,Female,Netherlands,59,6,32.86,197.16,291,1,2,1,0,Electronics,Credit Card,Mobile,1,0.14285714285714285,0.03333333333333333,28.165714285714284,0.003424657534246575,,,
CUST_00010,40,Female,Germany,22,6,495.13,2970.78,128,2,3,1,0,Electronics,PayPal,Desktop,0,0.2857142857142857,0.13043478260869565,424.3971428571429,0.007751937984496124,,,
CUST_00011,28,Female,Germany,28,1,343.17,343.17,117,2,0,1,1,Home & Garden,Klarna,Mobile,0,1.0,0.0,171.585,0.00847457627118644,,,
CUST_00012,28,Female,Germany,30,10,87.53,875.3,225,0,3,1,1,Electronics,Credit Card,Mobile,1,0.0,0.0967741935483871,79.57272727272726,0.004424778761061947,1.0,0.6217,High Risk
CUST_00013,41,Male,Netherlands,52,5,167.21,836.05,315,0,1,0,1,Electronics,Klarna,Mobile,0,0.0,0.018867924528301886,139.34166666666667,0.0031645569620253164,,,
CUST_00014,53,Female,Germany,36,13,492.8,6406.4,14,0,0,1,1,Home & Garden,Credit Card,Mobile,0,0.0,0.0,457.59999999999997,0.06666666666666667,,,
CUST_00015,57,Female,France,2,13,129.06,1677.78,174,1,0,1,1,Sports,SEPA,Desktop,0,0.07142857142857142,0.0,119.84142857142857,0.005714285714285714,0.0,0.0465,Low Risk
CUST_00016,41,Male,Austria,58,11,381.36,4194.96,150,1,1,1,1,Books,Klarna,Mobile,0,0.08333333333333333,0.01694915254237288,349.58,0.006622516556291391,,,
CUST_00017,20,Female,Austria,36,9,135.77,1221.93,188,2,1,1,1,Fashion,SEPA,Mobile,0,0.2,0.02702702702702703,122.19300000000001,0.005291005291005291,,,
CUST_00018,39,Female,Germany,8,7,211.26,1478.82,85,0,0,0,0,Sports,Credit Card,Desktop,0,0.0,0.0,184.8525,0.011627906976744186,,,
CUST_00019,19,Male,France,45,6,442.74,2656.44,120,1,2,1,0,Fashion,Credit Card,Desktop,0,0.14285714285714285,0.043478260869565216,379.49142857142857,0.008264462809917356,,,
CUST_00020,41,Female,Germany,42,9,33.65,302.85,325,0,1,1,0,Electronics,Credit Card,Tablet,1,0.0,0.023255813953488372,30.285000000000004,0.003067484662576687,1.0,0.9804,High Risk
CUST_00021,61,Male,Netherlands,50,8,167.47,1339.76,143,0,0,1,0,Beauty,PayPal,Desktop,0,0.0,0.0,148.86222222222221,0.006944444444444444,0.0,0.0226,Low Risk
CUST_00022,47,Male,Austria,9,6,253.85,1523.1,306,5,1,1,1,Home & Garden,SEPA,Desktop,1,0.7142857142857143,0.1,217.58571428571426,0.003257328990228013,1.0,0.8073,High Risk
CUST_00023,55,Male,Germany,1,10,320.24,3202.4,240,1,1,0,1,Books,Klarna,Mobile,0,0.09090909090909091,0.5,291.1272727272727,0.004149377593360996,,,
CUST_00024,19,Male,Germany,13,9,33.56,302.04,212,2,0,1,1,Sports,SEPA,Mobile,0,0.2,0.0,30.204,0.004694835680751174,,,
CUST_00025,38,Female,Austria,50,7,217.12,1519.84,184,5,2,0,1,Fashion,Klarna,Tablet,1,0.625,0.0392156862745098,189.98,0.005405405405405406,,,
CUST_00026,50,Male,Austria,15,10,185.26,1852.6,191,2,0,1,0,Beauty,SEPA,Desktop,0,0.18181818181818182,0.0,168.4181818181818,0.005208333333333333,0.0,0.0673,Low Risk
CUST_00027,29,Male,Germany,32,8,32.9,263.2,344,4,1,1,1,Fashion,SEPA,Mobile,1,0.4444444444444444,0.030303030303030304,29.244444444444444,0.002898550724637681,,,
CUST_00028,39,Female,France,34,6,190.58,1143.48,26,2,1,1,1,Home & Garden,Credit Card,Mobile,0,0.2857142857142857,0.02857142857142857,163.3542857142857,0.037037037037037035,,,
CUST_00029,61,Male,Germany,43,7,467.21,3270.47,361,0,2,0,1,Sports,SEPA,Tablet,0,0.0,0.045454545454545456,408.80875,0.0027624309392265192,0.0,0.2995,Low Risk
CUST_00030,42,Male,Germany,31,10,151.82,1518.2,125,1,1,1,0,Books,PayPal,Mobile,0,0.09090909090909091,0.03125,138.01818181818183,0.007936507936507936,,,
CUST_00031,66,Male,Switzerland,14,5,301.08,1505.4,242,0,1,0,1,Home & Garden,PayPal,Tablet,1,0.0,0.06666666666666667,250.9,0.00411522633744856,0.0,0.3305,Medium Risk
CUST_00032,44,Male,Austria,54,9,163.09,1467.81,342,3,0,1,1,Books,Credit Card,Desktop,0,0.3,0.0,146.781,0.0029154518950437317,,,
CUST_00033,59,Female,Netherlands,47,5,71.2,356.0,283,1,1,1,1,Sports,Credit Card,Tablet,0,0.16666666666666666,0.020833333333333332,59.333333333333336,0.0035211267605633804,,,
CUST_00034,45,Male,Germany,14,8,159.07,1272.56,275,3,0,1,1,Home & Garden,PayPal,Desktop,0,0.3333333333333333,0.0,141.39555555555555,0.0036231884057971015,,,
CUST_00035,33,Female,Austria,48,4,245.96,983.84,37,1,0,0,1,Sports,Credit Card,Mobile,0,0.2,0.0,196.768,0.02631578947368421,,,
CUST_00036,32,Female,Germany,55,7,162.18,1135.26,292,2,1,0,1,Electronics,PayPal,Desktop,1,0.25,0.017857142857142856,141.9075,0.0034129692832764505,,,
CUST_00037,64,Male,Germany,29,5,319.6,1598.0,221,1,0,0,1,Sports,Klarna,Tablet,0,0.16666666666666666,0.0,266.3333333333333,0.0045045045045045045,,,
CUST_00038,68,Male,France,47,16,475.56,7608.96,319,2,2,1,0,Electronics,PayPal,Mobile,0,0.11764705882352941,0.041666666666666664,447.58588235294116,0.003125,,,
CUST_00039,61,Male,Germany,19,2,53.25,106.5,295,1,0,1,0,Beauty,SEPA,Mobile,1,0.3333333333333333,0.0,35.5,0.0033783783783783786,1.0,0.9621,High Risk
CUST_00040,69,Male,Netherlands,27,8,364.16,2913.28,247,1,1,1,0,Sports,Klarna,Mobile,0,0.1111111111111111,0.03571428571428571,323.6977777777778,0.004032258064516129,,,
CUST_00041,20,Female,France,9,9,20.6,185.4,128,0,1,0,0,Fashion,Credit Card,Mobile,0,0.0,0.1,18.54,0.007751937984496124,,,
CUST_00042,54,Female,Germany,37,11,20.49,225.39,107,1,1,0,1,Sports,Klarna,Mobile,0,0.08333333333333333,0.02631578947368421,18.7825,0.009259259259259259,,,
CUST_00043,68,Female,Germany,37,8,83.8,670.4,336,1,0,0,1,Sports,SEPA,Desktop,1,0.1111111111111111,0.0,74.48888888888888,0.002967359050445104,,,
CUST_00044,24,Male,Germany,43,6,250.37,1502.22,223,2,2,1,1,Beauty,SEPA,Mobile,0,0.2857142857142857,0.045454545454545456,214.60285714285715,0.004464285714285714,,,
CUST_00045,38,Female,Germany,28,11,43.04,473.44,335,0,0,1,1,Fashion,Klarna,Desktop,1,0.0,0.0,39.45333333333333,0.002976190476190476,1.0,0.9622,High Risk
CUST_00046,26,Male,France,52,7,366.63,2566.41,161,1,0,0,0,Electronics,SEPA,Mobile,0,0.125,0.0,320.80125,0.006172839506172839,,,
CUST_00047,56,Male,Austria,57,10,34.06,340.6,288,3,2,0,1,Books,Credit Card,Tablet,1,0.2727272727272727,0.034482758620689655,30.963636363636365,0.0034602076124567475,,,
CUST_00048,35,Male,Germany,24,10,257.81,2578.1,256,0,0,1,1,Sports,Credit Card,Desktop,0,0.0,0.0,234.37272727272727,0.0038910505836575876,0.0,0.0642,Low Risk
CUST_00049,21,Male,Germany,28,8,344.53,2756.24,242,1,0,1,1,Sports,Credit Card,Desktop,0,0.1111111111111111,0.0,306.24888888888887,0.00411522633744856,0.0,0.0371,Low Risk
CUST_00050,42,Male,France,36,7,134.02,938.14,120,1,0,1,1,Fashion,Credit Card,Mobile,0,0.125,0.0,117.2675,0.008264462809917356,0.0,0.0366,Low Risk
CUST_00051,31,Female,Austria,52,3,298.06,894.18,6,1,0,1,0,Beauty,Klarna,Tablet,0,0.25,0.0,223.545,0.14285714285714285,,,
CUST_00052,67,Female,Germany,18,13,145.66,1893.58,361,3,1,0,0,Fashion,SEPA,Mobile,1,0.21428571428571427,0.05263157894736842,135.25571428571428,0.0027624309392265192,,,
CUST_00053,26,Male,Germany,25,7,122.77,859.39,122,0,0,1,1,Books,Credit Card,Tablet,1,0.0,0.0,107.42375,0.008130081300813009,0.0,0.0566,Low Risk
CUST_00054,43,Female,France,35,7,412.83,2889.81,145,3,3,0,0,Fashion,PayPal,Desktop,0,0.375,0.08333333333333333,361.22625,0.00684931506849315,0.0,0.0055,Low Risk
CUST_00055,19,Male,Germany,4,12,179.8,2157.6,258,0,1,1,1,Home & Garden,Credit Card,Mobile,0,0.0,0.2,165.96923076923076,0.003861003861003861,,,
CUST_00056,37,Male,Germany,14,5,410.71,2053.55,80,2,0,0,0,Electronics,Klarna,Desktop,0,0.3333333333333333,0.0,342.2583333333334,0.012345679012345678,,,
CUST_00057,45,Male,Netherlands,39,7,124.12,868.84,311,1,0,0,1,Beauty,SEPA,Mobile,0,0.125,0.0,108.605,0.003205128205128205,,,
CUST_00058,64,Female,France,26,7,190.82,1335.74,111,2,0,1,0,Sports,Credit Card,Mobile,0,0.25,0.0,166.9675,0.008928571428571428,,,
CUST_00059,24,Male,France,8,6,69.28,415.68,251,1,1,0,1,Beauty,Klarna,Mobile,1,0.14285714285714285,0.1111111111111111,59.38285714285714,0.003968253968253968,,,
CUST_00060,61,Male,Netherlands,24,9,258.32,2324.88,268,2,1,1,0,Books,Klarna,Desktop,0,0.2,0.04,232.488,0.0037174721189591076,,,
CUST_00061,25,Female,Netherlands,16,6,203.17,1219.02,51,0,2,0,1,Books,SEPA,Mobile,0,0.0,0.11764705882352941,174.1457142857143,0.019230769230769232,,,
CUST_00062,64,Female,Germany,20,7,22.86,160.02,48,3,1,0,1,Beauty,PayPal,Desktop,0,0.375,0.047619047619047616,20.0025,0.02040816326530612,,,
CUST_00063,52,Female,Germany,15,11,243.13,2674.43,167,2,1,1,0,Books,SEPA,Desktop,0,0.16666666666666666,0.0625,222.86916666666664,0.005952380952380952,0.0,0.011,Low Risk
CUST_00064,31,Male,Germany,7,10,55.72,557.2,209,1,0,0,1,Fashion,PayPal,Tablet,1,0.09090909090909091,0.0,50.654545454545456,0.004761904761904762,,,
CUST_00065,34,Male,Germany,58,4,421.74,1686.96,105,3,0,0,0,Sports,PayPal,Mobile,0,0.6,0.0,337.392,0.009433962264150943,,,
CUST_00066,53,Female,Netherlands,17,11,256.97,2826.67,70,1,0,0,1,Sports,PayPal,Mobile,0,0.08333333333333333,0.0,235.55583333333334,0.014084507042253521,,,
CUST_00067,67,Male,Austria,22,9,351.22,3160.98,119,0,0,1,0,Home & Garden,Klarna,Mobile,0,0.0,0.0,316.098,0.008333333333333333,,,
CUST_00068,57,Female,Switzerland,22,11,414.15,4555.65,361,3,0,1,1,Sports,PayPal,Desktop,0,0.25,0.0,379.6375,0.0027624309392265192,0.0,0.0441,Low Risk
CUST_00069,21,Female,France,54,4,44.57,178.28,346,2,1,1,0,Home & Garden,PayPal,Mobile,1,0.4,0.01818181818181818,35.656,0.002881844380403458,,,
CUST_00070,19,Male,Germany,12,7,181.85,1272.95,1,1,1,0,1,Books,Klarna,Mobile,0,0.125,0.07692307692307693,159.11875,0.5,,,
CUST_00071,23,Male,Germany,18,7,32.06,224.42,302,2,1,1,0,Books,Credit Card,Desktop,1,0.25,0.05263157894736842,28.0525,0.0033003300330033004,,,
CUST_00072,59,Female,Austria,56,12,43.82,525.84,63,1,3,0,1,Fashion,Credit Card,Mobile,0,0.07692307692307693,0.05263157894736842,40.44923076923077,0.015625,,,
CUST_00073,21,Female,France,46,7,38.16,267.12,59,1,1,1,0,Electronics,SEPA,Desktop,0,0.125,0.02127659574468085,33.39,0.016666666666666666,,,
CUST_00074,46,Female,France,47,14,249.4,3491.6,303,0,0,1,1,Books,SEPA,Desktop,0,0.0,0.0,232.77333333333334,0.003289473684210526,,,
CUST_00075,35,Female,Netherlands,15,7,236.33,1654.31,272,2,1,1,0,Beauty,SEPA,Mobile,1,0.25,0.0625,206.78875,0.003663003663003663,,,
CUST_00076,43,Male,Netherlands,37,3,49.4,148.2,46,4,0,1,0,Beauty,SEPA,Desktop,0,1.0,0.0,37.05,0.02127659574468085,,,
CUST_00077,61,Female,Austria,16,9,145.94,1313.46,80,2,1,0,1,Sports,Credit Card,Tablet,0,0.2,0.058823529411764705,131.346,0.012345679012345678,,,
CUST_00078,51,Female,Germany,5,13,137.36,1785.68,50,2,1,0,1,Sports,SEPA,Desktop,0,0.14285714285714285,0.16666666666666666,127.54857142857144,0.0196078431372549,,,
CUST_00079,27,Female,Netherlands,2,6,162.38,974.28,305,1,0,1,1,Beauty,Credit Card,Desktop,1,0.14285714285714285,0.0,139.18285714285713,0.0032679738562091504,,,
CUST_00080,53,Male,Austria,52,5,327.57,1637.85,363,1,1,1,0,Electronics,Klarna,Tablet,1,0.16666666666666666,0.018867924528301886,272.97499999999997,0.0027472527472527475,,,
CUST_00081,31,Male,Germany,28,6,354.59,2127.54,276,2,0,1,1,Electronics,SEPA,Desktop,0,0.2857142857142857,0.0,303.9342857142857,0.0036101083032490976,,,
CUST_00082,48,Female,France,57,5,182.75,913.75,229,2,0,1,1,Electronics,Credit Card,Desktop,0,0.3333333333333333,0.0,152.29166666666666,0.004347826086956522,,,
CUST_00083,65,Male,Germany,41,5,398.35,1991.75,333,2,1,0,1,Sports,SEPA,Mobile,1,0.3333333333333333,0.023809523809523808,331.9583333333333,0.0029940119760479044,,,
CUST_00084,32,Male,Switzerland,54,6,220.57,1323.42,72,0,1,1,0,Books,SEPA,Mobile,0,0.0,0.01818181818181818,189.06,0.0136986301369863,,,
CUST_00085,25,Male,Germany,27,15,270.75,4061.25,169,3,0,1,1,Sports,Klarna,Desktop,0,0.1875,0.0,253.828125,0.0058823529411764705,,,
CUST_00086,31,Female,France,31,7,89.86,629.02,267,1,1,0,1,Books,Credit Card,Mobile,1,0.125,0.03125,78.6275,0.0037313432835820895,,,
